active_compute_proxy,case_kind,checkpoint_path,config_path,eval/action_entropy,eval/action_greedy_match,eval/action_logit_margin,eval/action_max_prob,eval/failure_action_logit_margin,eval/failure_action_max_prob,eval/length_median,eval/long_action_max_prob,eval/short_action_max_prob,eval/success_action_logit_margin,eval/success_action_max_prob,eval_episode_length,eval_return,eval_success_rate,expert_load_0,expert_load_1,expert_load_2,expert_load_3,greedy,label,lane,method,mode,path_coverage_top_10,path_coverage_top_20,path_coverage_top_50,path_entropy,repr/direction_norm,repr/pooled_norm,repr/token_feature_std,repr/token_norm,repr/token_pairwise_cosine,round_index,route_entropy,run_dir,seed,source,stage,temperature,variant
0.5,weak,outputs/experiments/lss_long_campaign/stage3/post_unlock_weighted/fresh_final/seed_53/kl_lss_sare/round_03.pt,outputs/experiments/lss_long_campaign/stage3/post_unlock_weighted/fresh_final/seed_53/kl_lss_sare/student_resolved_config.yaml,0.03206950840400203,0.9910078124999999,6.174080109545257,0.9917232790211925,6.544215837359428,0.9883499318808318,133.0,0.9883499318808318,0.9950966261615533,5.803944381731085,0.9950966261615533,129.75,0.4828999936580658,0.5,0.24934758524813588,0.2447772768162374,0.21683605546254967,0.289039064022679,False,candidate_fresh_final_53_round_3,fresh_final,candidate_round_eval,sampled_t0.7,0.9999999921128069,0.9999999921128069,0.9999999921128069,0.685863165470062,11.475269630410496,1.3527916090136891,0.9791979506921678,11.333327306916898,-0.005394870924839525,3,1.3760192980162362,outputs/experiments/lss_long_campaign/stage3/post_unlock_weighted/fresh_final/seed_53/kl_lss_sare,53,candidate,post_pass_stability,0.7,sare
0.5,weak,outputs/experiments/lss_long_campaign/stage3/post_unlock_weighted/fresh_final/seed_53/kl_lss_sare/round_03.pt,outputs/experiments/lss_long_campaign/stage3/post_unlock_weighted/fresh_final/seed_53/kl_lss_sare/student_resolved_config.yaml,0.019534150282776195,0.994952205882353,5.8325632276988175,0.9956277953707968,5.909910283501944,0.9923155653715133,12.0,0.9920389637101081,0.9989991220823531,5.7643158255195885,0.9985503512525176,123.28125,0.5093124937266111,0.53125,0.2511200812086818,0.24552854166869553,0.2168946686787646,0.28645668976413735,False,candidate_fresh_final_53_round_3,fresh_final,candidate_round_eval,sampled_t0.5,0.9999999904541655,0.9999999904541655,0.9999999904541655,0.7016090081349455,11.467124843506499,1.1819865653580774,0.9798592644946932,11.332089495045214,-0.00806918682274331,3,1.3766852835454295,outputs/experiments/lss_long_campaign/stage3/post_unlock_weighted/fresh_final/seed_53/kl_lss_sare,53,candidate,post_pass_stability,0.5,sare
0.5,weak,outputs/experiments/lss_long_campaign/stage3/post_unlock_weighted/fresh_final/seed_53/kl_lss_sare/round_04.pt,outputs/experiments/lss_long_campaign/stage3/post_unlock_weighted/fresh_final/seed_53/kl_lss_sare/student_resolved_config.yaml,0.019407391203120877,1.0,7.328488813086441,0.9969485772214575,7.9065857753138395,0.9991986123438805,12.0,0.9991986123438805,0.9948349078640298,6.785428030387977,0.9948349078640298,125.859375,0.49846874363720417,0.515625,0.2448820691090521,0.2475901635574999,0.21598808657736637,0.29153965301350027,True,candidate_fresh_final_53_round_4,fresh_final,candidate_round_eval,greedy,0.9999999480092946,0.9999999480092946,0.9999999480092946,0.7178335546083514,11.56498189149753,1.7288431924109917,0.974298082498054,11.340697879445791,0.0038648426158862407,4,1.3756173147941568,outputs/experiments/lss_long_campaign/stage3/post_unlock_weighted/fresh_final/seed_53/kl_lss_sare,53,candidate,post_pass_stability,1.0,sare
0.5,weak,outputs/experiments/lss_long_campaign/stage3/post_unlock_weighted/fresh_final/seed_53/kl_lss_sare/round_04.pt,outputs/experiments/lss_long_campaign/stage3/post_unlock_weighted/fresh_final/seed_53/kl_lss_sare/student_resolved_config.yaml,0.02020979119557418,0.9949513888888889,7.307369439821201,0.9967037426246489,7.902502739842732,0.9991729426701864,12.0,0.9991729426701864,0.9945250367021158,6.7822518221551436,0.9945250367021158,122.21875,0.5131374932825565,0.53125,0.2448877328881179,0.24759172325189402,0.21598848485188676,0.2915320319477074,False,candidate_fresh_final_53_round_4,fresh_final,candidate_round_eval,sampled_t1.0,0.9999999484345173,0.9999999484345173,0.9999999484345173,0.7178660994090557,11.564948761853639,1.7283627174952585,0.9742998089174774,11.340686274401714,0.003855135950716553,4,1.3756193296987427,outputs/experiments/lss_long_campaign/stage3/post_unlock_weighted/fresh_final/seed_53/kl_lss_sare,53,candidate,post_pass_stability,1.0,sare
0.5,weak,outputs/experiments/lss_long_campaign/stage3/post_unlock_weighted/fresh_final/seed_53/kl_lss_sare/round_04.pt,outputs/experiments/lss_long_campaign/stage3/post_unlock_weighted/fresh_final/seed_53/kl_lss_sare/student_resolved_config.yaml,0.0028530826066199737,0.9999375,7.32846017835944,0.9996117389801336,7.906526658458095,0.9999084973642903,12.0,0.9999084973642903,0.9993329659525924,6.785428030387977,0.9993329659525924,125.859375,0.49846874363720417,0.515625,0.2448846358447216,0.24759085457931823,0.21598820047394449,0.29153628137363946,False,candidate_fresh_final_53_round_4,fresh_final,candidate_round_eval,sampled_t0.7,0.999999948066115,0.999999948066115,0.999999948066115,0.7178439292257689,11.564952319411576,1.7285653911850587,0.9742997358593063,11.34069347017941,0.0038592323091647296,4,1.3756181323266916,outputs/experiments/lss_long_campaign/stage3/post_unlock_weighted/fresh_final/seed_53/kl_lss_sare,53,candidate,post_pass_stability,0.7,sare
0.5,weak,outputs/experiments/lss_long_campaign/stage3/post_unlock_weighted/fresh_final/seed_53/kl_lss_sare/round_04.pt,outputs/experiments/lss_long_campaign/stage3/post_unlock_weighted/fresh_final/seed_53/kl_lss_sare/student_resolved_config.yaml,0.0003231486984217229,0.9999375,7.32846017835944,0.9999618128216684,7.906526658458095,0.9999812184918312,12.0,0.9999812184918312,0.9999435832527278,6.785428030387977,0.9999435832527278,125.859375,0.49846874363720417,0.515625,0.2448846358447216,0.24759085457931823,0.21598820047394449,0.29153628137363946,False,candidate_fresh_final_53_round_4,fresh_final,candidate_round_eval,sampled_t0.5,0.999999948066115,0.999999948066115,0.999999948066115,0.7178439292257689,11.564952319411576,1.7285653911850587,0.9742997358593063,11.34069347017941,0.0038592323091647296,4,1.3756181323266916,outputs/experiments/lss_long_campaign/stage3/post_unlock_weighted/fresh_final/seed_53/kl_lss_sare,53,candidate,post_pass_stability,0.5,sare
0.5,weak,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/round_01.pt,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/student_resolved_config.yaml,0.05345051391422749,1.0,6.003742093995214,0.9926577286981046,6.003742093995214,0.9926577286981046,250.0,,0.9926577286981046,,,250.0,0.0,0.0,0.2587700011730194,0.23926816680282353,0.2181261339187622,0.2838356849849224,True,baseline_fresh_final_53_round_1,fresh_final,baseline_round_eval,greedy,0.9999999701976776,0.9999999701976776,0.9999999701976776,0.6892712681889533,11.435240223884582,1.3046447378396988,0.9835115365386009,11.351871728420258,-0.008001531735993921,1,1.3765571991801262,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare,53,baseline,post_pass_stability,1.0,sare
0.5,weak,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/round_01.pt,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/student_resolved_config.yaml,0.05400676228222437,0.992,5.989483971700072,0.992363918658346,5.989483971700072,0.992363918658346,250.0,,0.992363918658346,,,250.0,0.0,0.0,0.258955572411418,0.2393895705193281,0.21816089790314436,0.28349394650757315,False,baseline_fresh_final_53_round_1,fresh_final,baseline_round_eval,sampled_t1.0,0.9999999874532223,0.9999999874532223,0.9999999874532223,0.6896409030258656,11.43268190908432,1.3011284940838814,0.9832952646613121,11.351724368095399,-0.007923034405568614,1,1.3766251178383828,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare,53,baseline,post_pass_stability,1.0,sare
0.5,weak,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/round_01.pt,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/student_resolved_config.yaml,0.005099182788078907,0.999375,6.015716350108385,0.9993096111267805,6.015716350108385,0.9993096111267805,250.0,,0.9993096111267805,,,250.0,0.0,0.0,0.2587475467771292,0.2392599176838994,0.21812476783245802,0.28386775229871275,False,baseline_fresh_final_53_round_1,fresh_final,baseline_round_eval,sampled_t0.7,0.9999999702572823,0.9999999702572823,0.9999999702572823,0.6892256954908371,11.435772428035737,1.3040151963829993,0.983561214774847,11.351859264850617,-0.008038939112098888,1,1.3765564206242562,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare,53,baseline,post_pass_stability,0.7,sare
0.5,weak,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/round_01.pt,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/student_resolved_config.yaml,0.0004880814432294756,0.99975,6.000031636998058,0.9998299018107355,6.000031636998058,0.9998299018107355,250.0,,0.9998299018107355,,,250.0,0.0,0.0,0.258749881580472,0.23926275354623794,0.21811932416260243,0.2838680312782526,False,baseline_fresh_final_53_round_1,fresh_final,baseline_round_eval,sampled_t0.5,0.9999999701976776,0.9999999701976776,0.9999999701976776,0.6892708421349526,11.435240223884582,1.3013223565220833,0.9835703308582306,11.351827990531921,-0.008079705751035362,1,1.3765503312349319,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare,53,baseline,post_pass_stability,0.5,sare
0.5,weak,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/round_02.pt,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/student_resolved_config.yaml,0.20527338331411013,1.0,4.0781788422018295,0.9453123538792133,4.0781788422018295,0.9453123538792133,250.0,,0.9453123538792133,,,250.0,0.0,0.0,0.25663699479401114,0.2414885903969407,0.21788228830695153,0.2839921156167984,True,baseline_fresh_final_53_round_2,fresh_final,baseline_round_eval,greedy,0.9999999998509884,0.9999999998509884,0.9999999998509884,0.7233601897656917,11.403574605941772,0.7734671846628189,0.984804823666811,11.338733411312104,-0.014578757440671325,2,1.3770018848180772,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare,53,baseline,post_pass_stability,1.0,sare
0.5,weak,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/round_02.pt,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/student_resolved_config.yaml,0.1777024051923088,0.9476231016732055,4.573450234806333,0.9525995816434027,4.533255956411363,0.9530331751823427,250.0,,0.9525995816434027,5.1763644107309,0.9460956785593068,239.296875,0.044781249947845936,0.0625,0.25690499691665175,0.24164495954662563,0.21795187187194826,0.28349815715849397,False,baseline_fresh_final_53_round_2,fresh_final,baseline_round_eval,sampled_t1.0,0.9999999993741512,0.9999999993741512,0.9999999993741512,0.7183946507871151,11.405836081504821,0.8140164069384337,0.984271305590868,11.338187535762787,-0.013780918749282136,2,1.377244004547596,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare,53,baseline,post_pass_stability,1.0,sare
0.5,weak,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/round_02.pt,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/student_resolved_config.yaml,0.0801286031141176,0.9802499999999998,4.34024191044271,0.9819301577880979,4.34024191044271,0.9819301577880979,250.0,,0.9819301577880979,,,250.0,0.0,0.0,0.2567871183156967,0.2415745132267475,0.2179195982888341,0.2837187569141388,False,baseline_fresh_final_53_round_2,fresh_final,baseline_round_eval,sampled_t0.7,0.999999999165535,0.999999999165535,0.999999999165535,0.7209693266451359,11.40464257144928,0.792569866001606,0.9845403256714345,11.33844009256363,-0.01419425426935777,2,1.3771273507475852,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare,53,baseline,post_pass_stability,0.7,sare
0.5,weak,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/round_02.pt,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/student_resolved_config.yaml,0.029244771309680336,0.9938125,4.170967889383435,0.9946912399679422,4.170967889383435,0.9946912399679422,250.0,,0.9946912399679422,,,250.0,0.0,0.0,0.25668899758160113,0.24151827612519264,0.2178950229883194,0.28389769172668455,False,baseline_fresh_final_53_round_2,fresh_final,baseline_round_eval,sampled_t0.5,0.9999999992847443,0.9999999992847443,0.9999999992847443,0.7225392900109291,11.403950724601746,0.7799136710911989,0.9847143994271755,11.338631175041199,-0.014447381962556393,2,1.37704504185915,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare,53,baseline,post_pass_stability,0.5,sare
0.5,weak,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/round_03.pt,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/student_resolved_config.yaml,0.1586719295113559,1.0,4.709590886405897,0.950650665304754,3.5255353114220402,0.9153218538145865,12.0,0.9153218538145865,0.9838383367046082,5.821885517451336,0.9838383367046082,125.859375,0.49846874363720417,0.515625,0.25631253059076287,0.24772882798208976,0.21706638285611446,0.27889222960681204,True,baseline_fresh_final_53_round_3,fresh_final,baseline_round_eval,greedy,0.9999999638053778,0.9999999638053778,0.9999999638053778,0.7415312337125336,11.443259787400413,0.6829667247057642,0.9817802417380567,11.328467937284021,-0.0158845441179746,3,1.3786391031185257,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare,53,baseline,post_pass_stability,1.0,sare
0.5,weak,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/round_03.pt,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/student_resolved_config.yaml,0.05900267140654599,0.9828909240779646,6.394112028620414,0.9851102311375985,7.08076363030076,0.9887023254111409,195.0,0.9887023254111409,0.981518136864056,5.707460426940068,0.981518136864056,132.703125,0.4722687443718314,0.5,0.24805712161792648,0.2442681418876054,0.2168259937253464,0.2908487227880192,False,baseline_fresh_final_53_round_3,fresh_final,baseline_round_eval,sampled_t1.0,0.9999999956851856,0.9999999956851856,0.9999999956851856,0.6714475533677271,11.469474241789744,1.4869141511443489,0.97847298846301,11.334236879541416,-0.0030548859202356496,3,1.3756484929158632,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare,53,baseline,post_pass_stability,1.0,sare
0.5,weak,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/round_03.pt,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/student_resolved_config.yaml,0.03206950840400203,0.9910078124999999,6.174080109545257,0.9917232790211925,6.544215837359428,0.9883499318808318,133.0,0.9883499318808318,0.9950966261615533,5.803944381731085,0.9950966261615533,129.75,0.4828999936580658,0.5,0.24934758524813588,0.2447772768162374,0.21683605546254967,0.289039064022679,False,baseline_fresh_final_53_round_3,fresh_final,baseline_round_eval,sampled_t0.7,0.9999999921128069,0.9999999921128069,0.9999999921128069,0.685863165470062,11.475269630410496,1.3527916090136891,0.9791979506921678,11.333327306916898,-0.005394870924839525,3,1.3760192980162362,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare,53,baseline,post_pass_stability,0.7,sare
0.5,weak,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/round_03.pt,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/student_resolved_config.yaml,0.019534150282776195,0.994952205882353,5.8325632276988175,0.9956277953707968,5.909910283501944,0.9923155653715133,12.0,0.9920389637101081,0.9989991220823531,5.7643158255195885,0.9985503512525176,123.28125,0.5093124937266111,0.53125,0.2511200812086818,0.24552854166869553,0.2168946686787646,0.28645668976413735,False,baseline_fresh_final_53_round_3,fresh_final,baseline_round_eval,sampled_t0.5,0.9999999904541655,0.9999999904541655,0.9999999904541655,0.7016090081349455,11.467124843506499,1.1819865653580774,0.9798592644946932,11.332089495045214,-0.00806918682274331,3,1.3766852835454295,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare,53,baseline,post_pass_stability,0.5,sare
0.5,weak,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/round_04.pt,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare/student_resolved_config.yaml,0.031022258571591965,1.0,7.098318647383611,0.9945579285675668,8.018962035640593,0.9988962191304853,12.0,0.9988962191304853,0.9904825647054312,6.2334718281119015,0.9904825647054312,125.859375,0.49846874363720417,0.515625,0.2455199213114321,0.24680630734866862,0.2161059914400057,0.29156776117755756,True,baseline_fresh_final_53_round_4,fresh_final,baseline_round_eval,greedy,0.9999999968180552,0.9999999968180552,0.9999999968180552,0.7305353076487524,11.523637056123427,1.7559850786389113,0.974949042381163,11.337283248101336,0.004386880780189334,4,1.3755975110514944,outputs/experiments/lss_multi_expert_hardening/final_fresh_block/seed_53/kl_lss_sare,53,baseline,post_pass_stability,1.0,sare
